doc,MLS,Clauses_per_Sentence,Dep_Clauses_per_Clause,Dep_Clauses_per_Sentence,Coord_per_Clause,Coord_per_Sentence,Complex_Nominals_per_Clause,Complex_Nominals_per_Sentence,example_sentence_high_dep,example_sentence_low_dep
pre_09_brennan_undermine_election.txt (pre),25.052044609665426,4.029739776951673,0.35608856088560886,1.4349442379182156,0.2481549815498155,1,1.1568265682656826,4.661710037174721,"First Assistance Commission ( EAC ) — an independent , bipartisan , agency that assists states with election administration — to mandate the that voters show a passport or other , similar document order proving citizenship when they register to vote using the federal purports voter registration form . to direct the Election",Republican
post_03_abc_polls_underestimate.txt (post),28.275862068965516,4.4655172413793105,0.3938223938223938,1.7586206896551724,0.15057915057915058,0.6724137931034483,0.888030888030888,3.9655172413793105,"It many Democrats and college - educated voters in it , looks factors the firm generally does not attempt to correct for possible due to Selzer 's philosophy of "" keeping [ her that ] dirty hands off the data "" ( to be Selzer fair , this approach had worked excellently until this year 's ; Selzer is one of the top -rated pollsters in poll 538 's pollster ratings ) . had too",But the news is not all good .
